rate_date	base_currency	quote_currency	spot_rate	bid_rate	ask_rate	central_bank_fixing
2025-04-14	USD	CHF	0.8602	0.8597	0.8607	0.8602
2025-04-14	USD	SGD	1.3134	1.3128	1.314	1.3134
2025-04-15	USD	EUR	0.9061	0.9057	0.9065	0.9061
2025-04-15	USD	GBP	0.7817	0.7812	0.7822	0.7817
2025-04-15	USD	INR	83.3691	83.3191	83.4191	83.3691
2025-04-15	USD	JPY	146.4785	146.3285	146.6285	146.4785
2025-04-15	USD	CAD	1.3205	1.3197	1.3213	1.3205
2025-04-15	USD	AUD	1.523	1.522	1.524	1.523
2025-04-15	USD	CHF	0.8718	0.8713	0.8723	0.8718
2025-04-15	USD	SGD	1.3662	1.3656	1.3668	1.3662
2025-04-16	USD	EUR	0.9227	0.9223	0.9231	0.9227
2025-04-16	USD	GBP	0.768	0.7675	0.7685	0.768
2025-04-16	USD	INR	83.0743	83.0243	83.1243	83.0743
2025-04-16	USD	JPY	142.832	142.682	142.982	142.832
2025-04-16	USD	CAD	1.3395	1.3387	1.3403	1.3395
2025-04-16	USD	AUD	1.4989	1.4979	1.4999	1.4989
2025-04-16	USD	CHF	0.8999	0.8994	0.9004	0.8999
2025-04-16	USD	SGD	1.321	1.3204	1.3216	1.321
2025-04-17	USD	EUR	0.9136	0.9132	0.914	0.9136
2025-04-17	USD	GBP	0.797	0.7965	0.7975	0.797
2025-04-17	USD	INR	81.3859	81.3359	81.4359	81.3859
2025-04-17	USD	JPY	148.0932	147.9432	148.2432	148.0932
2025-04-17	USD	CAD	1.3876	1.3868	1.3884	1.3876
2025-04-17	USD	AUD	1.5624	1.5614	1.5634	1.5624
2025-04-17	USD	CHF	0.8889	0.8884	0.8894	0.8889
2025-04-17	USD	SGD	1.3802	1.3796	1.3808	1.3802
2025-04-18	USD	EUR	0.9146	0.9142	0.915	0.9146
2025-04-18	USD	GBP	0.7635	0.763	0.764	0.7635
2025-04-18	USD	INR	82.4021	82.3521	82.4521	82.4021
2025-04-18	USD	JPY	140.8745	140.7245	141.0245	140.8745
2025-04-18	USD	CAD	1.3221	1.3213	1.3229	1.3221
2025-04-18	USD	AUD	1.4955	1.4945	1.4965	1.4955
2025-04-18	USD	CHF	0.8848	0.8843	0.8853	0.8848
2025-04-18	USD	SGD	1.2998	1.2992	1.3004	1.2998
2025-04-19	USD	EUR	0.9065	0.9061	0.9069	0.9065
2025-04-19	USD	GBP	0.7982	0.7977	0.7987	0.7982
2025-04-19	USD	INR	84.2027	84.1527	84.2527	84.2027
2025-04-19	USD	JPY	146.4787	146.3287	146.6287	146.4787
2025-04-19	USD	CAD	1.341	1.3402	1.3418	1.341
2025-04-19	USD	AUD	1.5221	1.5211	1.5231	1.5221
2025-04-19	USD	CHF	0.8785	0.878	0.879	0.8785
2025-04-19	USD	SGD	1.3468	1.3462	1.3474	1.3468
2025-04-20	USD	EUR	0.9178	0.9174	0.9182	0.9178
2025-04-20	USD	GBP	0.8053	0.8048	0.8058	0.8053
2025-04-20	USD	INR	85.3815	85.3315	85.4315	85.3815
2025-04-20	USD	JPY	142.1359	141.9859	142.2859	142.1359
2025-04-20	USD	CAD	1.3128	1.312	1.3136	1.3128
2025-04-20	USD	AUD	1.4911	1.4901	1.4921	1.4911
2025-04-20	USD	CHF	0.8617	0.8612	0.8622	0.8617
2025-04-20	USD	SGD	1.3728	1.3722	1.3734	1.3728
2025-04-21	USD	EUR	0.9239	0.9235	0.9243	0.9239
2025-04-21	USD	GBP	0.7945	0.794	0.795	0.7945
2025-04-21	USD	INR	84.2669	84.2169	84.3169	84.2669
2025-04-21	USD	JPY	144.6978	144.5478	144.8478	144.6978
2025-04-21	USD	CAD	1.3602	1.3594	1.361	1.3602
2025-04-21	USD	AUD	1.5135	1.5125	1.5145	1.5135
2025-04-21	USD	CHF	0.8813	0.8808	0.8818	0.8813
2025-04-21	USD	SGD	1.3704	1.3698	1.371	1.3704
2025-04-22	USD	EUR	0.9432	0.9428	0.9436	0.9432
2025-04-22	USD	GBP	0.7644	0.7639	0.7649	0.7644
2025-04-22	USD	INR	83.6888	83.6388	83.7388	83.6888
2025-04-22	USD	JPY	148.0935	147.9435	148.2435	148.0935
2025-04-22	USD	CAD	1.354	1.3532	1.3548	1.354
2025-04-22	USD	AUD	1.4814	1.4804	1.4824	1.4814
2025-04-22	USD	CHF	0.8603	0.8598	0.8608	0.8603
2025-04-22	USD	SGD	1.3481	1.3475	1.3487	1.3481
2025-04-23	USD	EUR	0.9339	0.9335	0.9343	0.9339
2025-04-23	USD	GBP	0.7948	0.7943	0.7953	0.7948
2025-04-23	USD	INR	80.9794	80.9294	81.0294	80.9794
2025-04-23	USD	JPY	142.4068	142.2568	142.5568	142.4068
2025-04-23	USD	CAD	1.3107	1.3099	1.3115	1.3107
2025-04-23	USD	AUD	1.4824	1.4814	1.4834	1.4824
2025-04-23	USD	CHF	0.8872	0.8867	0.8877	0.8872
2025-04-23	USD	SGD	1.3667	1.3661	1.3673	1.3667
2025-04-24	USD	EUR	0.9215	0.9211	0.9219	0.9215
2025-04-24	USD	GBP	0.7823	0.7818	0.7828	0.7823
2025-04-24	USD	INR	85.5049	85.4549	85.5549	85.5049
2025-04-24	USD	JPY	144.0669	143.9169	144.2169	144.0669
2025-04-24	USD	CAD	1.3415	1.3407	1.3423	1.3415
2025-04-24	USD	AUD	1.5397	1.5387	1.5407	1.5397
2025-04-24	USD	CHF	0.8872	0.8867	0.8877	0.8872
2025-04-24	USD	SGD	1.325	1.3244	1.3256	1.325
2025-04-25	USD	EUR	0.9401	0.9397	0.9405	0.9401
2025-04-25	USD	GBP	0.7808	0.7803	0.7813	0.7808
2025-04-25	USD	INR	83.5707	83.5207	83.6207	83.5707
2025-04-25	USD	JPY	140.7122	140.5622	140.8622	140.7122
2025-04-25	USD	CAD	1.3776	1.3768	1.3784	1.3776
2025-04-25	USD	AUD	1.5553	1.5543	1.5563	1.5553
2025-04-25	USD	CHF	0.8908	0.8903	0.8913	0.8908
2025-04-25	USD	SGD	1.3255	1.3249	1.3261	1.3255
2025-04-26	USD	EUR	0.8979	0.8975	0.8983	0.8979
2025-04-26	USD	GBP	0.8068	0.8063	0.8073	0.8068
2025-04-26	USD	INR	85.5473	85.4973	85.5973	85.5473
2025-04-26	USD	JPY	146.7957	146.6457	146.9457	146.7957
2025-04-26	USD	CAD	1.3836	1.3828	1.3844	1.3836
2025-04-26	USD	AUD	1.5135	1.5125	1.5145	1.5135
2025-04-26	USD	CHF	0.8771	0.8766	0.8776	0.8771
2025-04-26	USD	SGD	1.3787	1.3781	1.3793	1.3787
2025-04-27	USD	EUR	0.9307	0.9303	0.9311	0.9307
2025-04-27	USD	GBP	0.8017	0.8012	0.8022	0.8017
2025-04-27	USD	INR	80.7659	80.7159	80.8159	80.7659
2025-04-27	USD	JPY	144.4947	144.3447	144.6447	144.4947
2025-04-27	USD	CAD	1.3886	1.3878	1.3894	1.3886
2025-04-27	USD	AUD	1.5349	1.5339	1.5359	1.5349
2025-04-27	USD	CHF	0.876	0.8755	0.8765	0.876
2025-04-27	USD	SGD	1.3271	1.3265	1.3277	1.3271
2025-04-28	USD	EUR	0.9266	0.9262	0.927	0.9266
2025-04-28	USD	GBP	0.7769	0.7764	0.7774	0.7769
2025-04-28	USD	INR	81.2713	81.2213	81.3213	81.2713
2025-04-28	USD	JPY	140.7178	140.5678	140.8678	140.7178
2025-04-28	USD	CAD	1.388	1.3872	1.3888	1.388
2025-04-28	USD	AUD	1.5545	1.5535	1.5555	1.5545
2025-04-28	USD	CHF	0.8928	0.8923	0.8933	0.8928
2025-04-28	USD	SGD	1.3717	1.3711	1.3723	1.3717
2025-04-29	USD	EUR	0.9058	0.9054	0.9062	0.9058
2025-04-29	USD	GBP	0.8052	0.8047	0.8057	0.8052
2025-04-29	USD	INR	81.4397	81.3897	81.4897	81.4397
2025-04-29	USD	JPY	141.7918	141.6418	141.9418	141.7918
2025-04-29	USD	CAD	1.3894	1.3886	1.3902	1.3894
2025-04-29	USD	AUD	1.5606	1.5596	1.5616	1.5606
2025-04-29	USD	CHF	0.8574	0.8569	0.8579	0.8574
2025-04-29	USD	SGD	1.3136	1.313	1.3142	1.3136
2025-04-30	USD	EUR	0.9304	0.93	0.9308	0.9304
2025-04-30	USD	GBP	0.8	0.7995	0.8005	0.8
2025-04-30	USD	INR	84.3546	84.3046	84.4046	84.3546
2025-04-30	USD	JPY	142.8609	142.7109	143.0109	142.8609
2025-04-30	USD	CAD	1.3161	1.3153	1.3169	1.3161
2025-04-30	USD	AUD	1.5362	1.5352	1.5372	1.5362
2025-04-30	USD	CHF	0.8874	0.8869	0.8879	0.8874
2025-04-30	USD	SGD	1.3337	1.3331	1.3343	1.3337
2025-05-01	USD	EUR	0.93	0.9296	0.9304	0.93
2025-05-01	USD	GBP	0.7662	0.7657	0.7667	0.7662
2025-05-01	USD	INR	83.8943	83.8443	83.9443	83.8943
2025-05-01	USD	JPY	142.3031	142.1531	142.4531	142.3031
2025-05-01	USD	CAD	1.3471	1.3463	1.3479	1.3471
2025-05-01	USD	AUD	1.5268	1.5258	1.5278	1.5268
2025-05-01	USD	CHF	0.8686	0.8681	0.8691	0.8686
2025-05-01	USD	SGD	1.3673	1.3667	1.3679	1.3673
2025-05-02	USD	EUR	0.9282	0.9278	0.9286	0.9282
2025-05-02	USD	GBP	0.796	0.7955	0.7965	0.796
2025-05-02	USD	INR	82.4101	82.3601	82.4601	82.4101
2025-05-02	USD	JPY	140.3474	140.1974	140.4974	140.3474
2025-05-02	USD	CAD	1.3574	1.3566	1.3582	1.3574
2025-05-02	USD	AUD	1.4837	1.4827	1.4847	1.4837
2025-05-02	USD	CHF	0.8605	0.86	0.861	0.8605
2025-05-02	USD	SGD	1.3759	1.3753	1.3765	1.3759
2025-05-03	USD	EUR	0.9014	0.901	0.9018	0.9014
2025-05-03	USD	GBP	0.7925	0.792	0.793	0.7925
2025-05-03	USD	INR	80.7799	80.7299	80.8299	80.7799
2025-05-03	USD	JPY	146.4978	146.3478	146.6478	146.4978
2025-05-03	USD	CAD	1.3441	1.3433	1.3449	1.3441
2025-05-03	USD	AUD	1.4784	1.4774	1.4794	1.4784
2025-05-03	USD	CHF	0.8774	0.8769	0.8779	0.8774
2025-05-03	USD	SGD	1.3801	1.3795	1.3807	1.3801
2025-05-04	USD	EUR	0.9471	0.9467	0.9475	0.9471
2025-05-04	USD	GBP	0.7693	0.7688	0.7698	0.7693
2025-05-04	USD	INR	84.43	84.38	84.48	84.43
2025-05-04	USD	JPY	145.0221	144.8721	145.1721	145.0221
2025-05-04	USD	CAD	1.3503	1.3495	1.3511	1.3503
2025-05-04	USD	AUD	1.5544	1.5534	1.5554	1.5544
2025-05-04	USD	CHF	0.8732	0.8727	0.8737	0.8732
2025-05-04	USD	SGD	1.3062	1.3056	1.3068	1.3062
2025-05-05	USD	EUR	0.9178	0.9174	0.9182	0.9178
2025-05-05	USD	GBP	0.767	0.7665	0.7675	0.767
2025-05-05	USD	INR	80.7305	80.6805	80.7805	80.7305
2025-05-05	USD	JPY	143.2513	143.1013	143.4013	143.2513
2025-05-05	USD	CAD	1.3383	1.3375	1.3391	1.3383
2025-05-05	USD	AUD	1.4805	1.4795	1.4815	1.4805
2025-05-05	USD	CHF	0.8578	0.8573	0.8583	0.8578
2025-05-05	USD	SGD	1.3046	1.304	1.3052	1.3046
2025-05-06	USD	EUR	0.9471	0.9467	0.9475	0.9471
2025-05-06	USD	GBP	0.796	0.7955	0.7965	0.796
2025-05-06	USD	INR	83.6606	83.6106	83.7106	83.6606
2025-05-06	USD	JPY	140.6236	140.4736	140.7736	140.6236
2025-05-06	USD	CAD	1.3899	1.3891	1.3907	1.3899
2025-05-06	USD	AUD	1.5592	1.5582	1.5602	1.5592
2025-05-06	USD	CHF	0.8608	0.8603	0.8613	0.8608
2025-05-06	USD	SGD	1.3613	1.3607	1.3619	1.3613
2025-05-07	USD	EUR	0.9435	0.9431	0.9439	0.9435
2025-05-07	USD	GBP	0.7734	0.7729	0.7739	0.7734
2025-05-07	USD	INR	81.4795	81.4295	81.5295	81.4795
2025-05-07	USD	JPY	140.2788	140.1288	140.4288	140.2788
2025-05-07	USD	CAD	1.3168	1.316	1.3176	1.3168
2025-05-07	USD	AUD	1.5161	1.5151	1.5171	1.5161
2025-05-07	USD	CHF	0.8563	0.8558	0.8568	0.8563
2025-05-07	USD	SGD	1.3317	1.3311	1.3323	1.3317
2025-05-08	USD	EUR	0.8932	0.8928	0.8936	0.8932
2025-05-08	USD	GBP	0.8035	0.803	0.804	0.8035
2025-05-08	USD	INR	83.9708	83.9208	84.0208	83.9708
2025-05-08	USD	JPY	147.1065	146.9565	147.2565	147.1065
2025-05-08	USD	CAD	1.3328	1.332	1.3336	1.3328
2025-05-08	USD	AUD	1.5394	1.5384	1.5404	1.5394
2025-05-08	USD	CHF	0.8848	0.8843	0.8853	0.8848
2025-05-08	USD	SGD	1.3759	1.3753	1.3765	1.3759
2025-05-09	USD	EUR	0.8978	0.8974	0.8982	0.8978
2025-05-09	USD	GBP	0.7948	0.7943	0.7953	0.7948
2025-05-09	USD	INR	81.5619	81.5119	81.6119	81.5619
2025-05-09	USD	JPY	140.5597	140.4097	140.7097	140.5597
2025-05-09	USD	CAD	1.3307	1.3299	1.3315	1.3307
2025-05-09	USD	AUD	1.4912	1.4902	1.4922	1.4912
2025-05-09	USD	CHF	0.8824	0.8819	0.8829	0.8824
2025-05-09	USD	SGD	1.3461	1.3455	1.3467	1.3461
2025-05-10	USD	EUR	0.9028	0.9024	0.9032	0.9028
2025-05-10	USD	GBP	0.7643	0.7638	0.7648	0.7643
2025-05-10	USD	INR	84.7543	84.7043	84.8043	84.7543
2025-05-10	USD	JPY	142.1588	142.0088	142.3088	142.1588
2025-05-10	USD	CAD	1.3737	1.3729	1.3745	1.3737
2025-05-10	USD	AUD	1.5027	1.5017	1.5037	1.5027
2025-05-10	USD	CHF	0.9014	0.9009	0.9019	0.9014
2025-05-10	USD	SGD	1.3479	1.3473	1.3485	1.3479
2025-05-11	USD	EUR	0.9098	0.9094	0.9102	0.9098
2025-05-11	USD	GBP	0.8007	0.8002	0.8012	0.8007
2025-05-11	USD	INR	82.1047	82.0547	82.1547	82.1047
2025-05-11	USD	JPY	146.1296	145.9796	146.2796	146.1296
2025-05-11	USD	CAD	1.3175	1.3167	1.3183	1.3175
2025-05-11	USD	AUD	1.5019	1.5009	1.5029	1.5019
2025-05-11	USD	CHF	0.8922	0.8917	0.8927	0.8922
2025-05-11	USD	SGD	1.3359	1.3353	1.3365	1.3359
2025-05-12	USD	EUR	0.936	0.9356	0.9364	0.936
2025-05-12	USD	GBP	0.8051	0.8046	0.8056	0.8051
2025-05-12	USD	INR	83.8343	83.7843	83.8843	83.8343
2025-05-12	USD	JPY	146.9367	146.7867	147.0867	146.9367
2025-05-12	USD	CAD	1.3442	1.3434	1.345	1.3442
2025-05-12	USD	AUD	1.5359	1.5349	1.5369	1.5359
2025-05-12	USD	CHF	0.8865	0.886	0.887	0.8865
2025-05-12	USD	SGD	1.3214	1.3208	1.322	1.3214
2025-05-13	USD	EUR	0.9332	0.9328	0.9336	0.9332
2025-05-13	USD	GBP	0.805	0.8045	0.8055	0.805
2025-05-13	USD	INR	81.7668	81.7168	81.8168	81.7668
2025-05-13	USD	JPY	145.7615	145.6115	145.9115	145.7615
2025-05-13	USD	CAD	1.3698	1.369	1.3706	1.3698
2025-05-13	USD	AUD	1.4767	1.4757	1.4777	1.4767
2025-05-13	USD	CHF	0.8675	0.867	0.868	0.8675
2025-05-13	USD	SGD	1.3559	1.3553	1.3565	1.3559
2025-05-14	USD	EUR	0.9238	0.9234	0.9242	0.9238
2025-05-14	USD	GBP	0.8064	0.8059	0.8069	0.8064
2025-05-14	USD	INR	82.8959	82.8459	82.9459	82.8959
2025-05-14	USD	JPY	145.875	145.725	146.025	145.875
2025-05-14	USD	CAD	1.3664	1.3656	1.3672	1.3664
2025-05-14	USD	AUD	1.4787	1.4777	1.4797	1.4787
2025-05-14	USD	CHF	0.8684	0.8679	0.8689	0.8684
2025-05-14	USD	SGD	1.3636	1.363	1.3642	1.3636
2025-05-15	USD	EUR	0.9208	0.9204	0.9212	0.9208
2025-05-15	USD	GBP	0.7898	0.7893	0.7903	0.7898
2025-05-15	USD	INR	83.2276	83.1776	83.2776	83.2276
2025-05-15	USD	JPY	147.6203	147.4703	147.7703	147.6203
2025-05-15	USD	CAD	1.3554	1.3546	1.3562	1.3554
2025-05-15	USD	AUD	1.5297	1.5287	1.5307	1.5297
2025-05-15	USD	CHF	0.8949	0.8944	0.8954	0.8949
2025-05-15	USD	SGD	1.3535	1.3529	1.3541	1.3535
2025-05-16	USD	EUR	0.9459	0.9455	0.9463	0.9459
2025-05-16	USD	GBP	0.7624	0.7619	0.7629	0.7624
2025-05-16	USD	INR	82.9163	82.8663	82.9663	82.9163
2025-05-16	USD	JPY	141.2775	141.1275	141.4275	141.2775
2025-05-16	USD	CAD	1.3641	1.3633	1.3649	1.3641
2025-05-16	USD	AUD	1.48	1.479	1.481	1.48
2025-05-16	USD	CHF	0.9056	0.9051	0.9061	0.9056
2025-05-16	USD	SGD	1.3781	1.3775	1.3787	1.3781
2025-05-17	USD	EUR	0.934	0.9336	0.9344	0.934
2025-05-17	USD	GBP	0.8072	0.8067	0.8077	0.8072
2025-05-17	USD	INR	80.7619	80.7119	80.8119	80.7619
2025-05-17	USD	JPY	141.3979	141.2479	141.5479	141.3979
2025-05-17	USD	CAD	1.3866	1.3858	1.3874	1.3866
2025-05-17	USD	AUD	1.4751	1.4741	1.4761	1.4751
2025-05-17	USD	CHF	0.8741	0.8736	0.8746	0.8741
2025-05-17	USD	SGD	1.3013	1.3007	1.3019	1.3013
2025-05-18	USD	EUR	0.9433	0.9429	0.9437	0.9433
2025-05-18	USD	GBP	0.7849	0.7844	0.7854	0.7849
2025-05-18	USD	INR	84.1692	84.1192	84.2192	84.1692
2025-05-18	USD	JPY	145.7354	145.5854	145.8854	145.7354
2025-05-18	USD	CAD	1.3625	1.3617	1.3633	1.3625
2025-05-18	USD	AUD	1.5611	1.5601	1.5621	1.5611
2025-05-18	USD	CHF	0.8646	0.8641	0.8651	0.8646
2025-05-18	USD	SGD	1.3708	1.3702	1.3714	1.3708
2025-05-19	USD	EUR	0.9062	0.9058	0.9066	0.9062
2025-05-19	USD	GBP	0.7881	0.7876	0.7886	0.7881
2025-05-19	USD	INR	80.736	80.686	80.786	80.736
2025-05-19	USD	JPY	146.8541	146.7041	147.0041	146.8541
2025-05-19	USD	CAD	1.3629	1.3621	1.3637	1.3629
2025-05-19	USD	AUD	1.5396	1.5386	1.5406	1.5396
2025-05-19	USD	CHF	0.8658	0.8653	0.8663	0.8658
2025-05-19	USD	SGD	1.3798	1.3792	1.3804	1.3798
2025-05-20	USD	EUR	0.9019	0.9015	0.9023	0.9019
2025-05-20	USD	GBP	0.7727	0.7722	0.7732	0.7727
2025-05-20	USD	INR	82.1393	82.0893	82.1893	82.1393
2025-05-20	USD	JPY	142.4337	142.2837	142.5837	142.4337
2025-05-20	USD	CAD	1.3298	1.329	1.3306	1.3298
2025-05-20	USD	AUD	1.4836	1.4826	1.4846	1.4836
2025-05-20	USD	CHF	0.8588	0.8583	0.8593	0.8588
2025-05-20	USD	SGD	1.3702	1.3696	1.3708	1.3702
2025-05-21	USD	EUR	0.9055	0.9051	0.9059	0.9055
2025-05-21	USD	GBP	0.8004	0.7999	0.8009	0.8004
2025-05-21	USD	INR	80.6376	80.5876	80.6876	80.6376
2025-05-21	USD	JPY	142.2524	142.1024	142.4024	142.2524
2025-05-21	USD	CAD	1.3871	1.3863	1.3879	1.3871
2025-05-21	USD	AUD	1.5493	1.5483	1.5503	1.5493
2025-05-21	USD	CHF	0.8841	0.8836	0.8846	0.8841
2025-05-21	USD	SGD	1.3231	1.3225	1.3237	1.3231
2025-05-22	USD	EUR	0.9218	0.9214	0.9222	0.9218
2025-05-22	USD	GBP	0.7976	0.7971	0.7981	0.7976
2025-05-22	USD	INR	85.0524	85.0024	85.1024	85.0524
2025-05-22	USD	JPY	148.2266	148.0766	148.3766	148.2266
2025-05-22	USD	CAD	1.3862	1.3854	1.387	1.3862
2025-05-22	USD	AUD	1.5597	1.5587	1.5607	1.5597
2025-05-22	USD	CHF	0.8582	0.8577	0.8587	0.8582
2025-05-22	USD	SGD	1.3047	1.3041	1.3053	1.3047
2025-05-23	USD	EUR	0.9035	0.9031	0.9039	0.9035
2025-05-23	USD	GBP	0.7834	0.7829	0.7839	0.7834
2025-05-23	USD	INR	81.5078	81.4578	81.5578	81.5078
2025-05-23	USD	JPY	146.1797	146.0297	146.3297	146.1797
2025-05-23	USD	CAD	1.3295	1.3287	1.3303	1.3295
2025-05-23	USD	AUD	1.5414	1.5404	1.5424	1.5414
2025-05-23	USD	CHF	0.8733	0.8728	0.8738	0.8733
2025-05-23	USD	SGD	1.3343	1.3337	1.3349	1.3343
2025-05-24	USD	EUR	0.9238	0.9234	0.9242	0.9238
2025-05-24	USD	GBP	0.7979	0.7974	0.7984	0.7979
2025-05-24	USD	INR	82.7839	82.7339	82.8339	82.7839
2025-05-24	USD	JPY	147.0193	146.8693	147.1693	147.0193
2025-05-24	USD	CAD	1.3382	1.3374	1.339	1.3382
2025-05-24	USD	AUD	1.4908	1.4898	1.4918	1.4908
2025-05-24	USD	CHF	0.8984	0.8979	0.8989	0.8984
2025-05-24	USD	SGD	1.3146	1.314	1.3152	1.3146
2025-05-25	USD	EUR	0.9185	0.9181	0.9189	0.9185
2025-05-25	USD	GBP	0.7699	0.7694	0.7704	0.7699
2025-05-25	USD	INR	83.7777	83.7277	83.8277	83.7777
2025-05-25	USD	JPY	141.2349	141.0849	141.3849	141.2349
2025-05-25	USD	CAD	1.3152	1.3144	1.316	1.3152
2025-05-25	USD	AUD	1.4812	1.4802	1.4822	1.4812
2025-05-25	USD	CHF	0.8949	0.8944	0.8954	0.8949
2025-05-25	USD	SGD	1.3739	1.3733	1.3745	1.3739
2025-05-26	USD	EUR	0.9226	0.9222	0.923	0.9226
2025-05-26	USD	GBP	0.7762	0.7757	0.7767	0.7762
2025-05-26	USD	INR	85.4661	85.4161	85.5161	85.4661
2025-05-26	USD	JPY	145.7007	145.5507	145.8507	145.7007
2025-05-26	USD	CAD	1.3821	1.3813	1.3829	1.3821
2025-05-26	USD	AUD	1.5234	1.5224	1.5244	1.5234
2025-05-26	USD	CHF	0.8841	0.8836	0.8846	0.8841
2025-05-26	USD	SGD	1.3421	1.3415	1.3427	1.3421
2025-05-27	USD	EUR	0.9215	0.9211	0.9219	0.9215
2025-05-27	USD	GBP	0.7734	0.7729	0.7739	0.7734
2025-05-27	USD	INR	81.4249	81.3749	81.4749	81.4249
2025-05-27	USD	JPY	147.9677	147.8177	148.1177	147.9677
2025-05-27	USD	CAD	1.3504	1.3496	1.3512	1.3504
2025-05-27	USD	AUD	1.4876	1.4866	1.4886	1.4876
2025-05-27	USD	CHF	0.9028	0.9023	0.9033	0.9028
2025-05-27	USD	SGD	1.3747	1.3741	1.3753	1.3747
2025-05-28	USD	EUR	0.9084	0.908	0.9088	0.9084
2025-05-28	USD	GBP	0.8073	0.8068	0.8078	0.8073
2025-05-28	USD	INR	83.1885	83.1385	83.2385	83.1885
2025-05-28	USD	JPY	148.5508	148.4008	148.7008	148.5508
2025-05-28	USD	CAD	1.3285	1.3277	1.3293	1.3285
2025-05-28	USD	AUD	1.554	1.553	1.555	1.554
2025-05-28	USD	CHF	0.9008	0.9003	0.9013	0.9008
2025-05-28	USD	SGD	1.3451	1.3445	1.3457	1.3451
2025-05-29	USD	EUR	0.9324	0.932	0.9328	0.9324
2025-05-29	USD	GBP	0.8068	0.8063	0.8073	0.8068
2025-05-29	USD	INR	81.5195	81.4695	81.5695	81.5195
2025-05-29	USD	JPY	147.0857	146.9357	147.2357	147.0857
2025-05-29	USD	CAD	1.3198	1.319	1.3206	1.3198
2025-05-29	USD	AUD	1.4871	1.4861	1.4881	1.4871
2025-05-29	USD	CHF	0.8879	0.8874	0.8884	0.8879
2025-05-29	USD	SGD	1.3683	1.3677	1.3689	1.3683
2025-05-30	USD	EUR	0.9166	0.9162	0.917	0.9166
2025-05-30	USD	GBP	0.794	0.7935	0.7945	0.794
2025-05-30	USD	INR	81.773	81.723	81.823	81.773
2025-05-30	USD	JPY	144.5627	144.4127	144.7127	144.5627
2025-05-30	USD	CAD	1.3891	1.3883	1.3899	1.3891
2025-05-30	USD	AUD	1.5281	1.5271	1.5291	1.5281
2025-05-30	USD	CHF	0.8654	0.8649	0.8659	0.8654
2025-05-30	USD	SGD	1.3591	1.3585	1.3597	1.3591
2025-05-31	USD	EUR	0.936	0.9356	0.9364	0.936
2025-05-31	USD	GBP	0.8034	0.8029	0.8039	0.8034
2025-05-31	USD	INR	81.0079	80.9579	81.0579	81.0079
2025-05-31	USD	JPY	144.5933	144.4433	144.7433	144.5933
2025-05-31	USD	CAD	1.3814	1.3806	1.3822	1.3814
2025-05-31	USD	AUD	1.4978	1.4968	1.4988	1.4978
2025-05-31	USD	CHF	0.8952	0.8947	0.8957	0.8952
2025-05-31	USD	SGD	1.3147	1.3141	1.3153	1.3147
2025-06-01	USD	EUR	0.9149	0.9145	0.9153	0.9149
2025-06-01	USD	GBP	0.7678	0.7673	0.7683	0.7678
2025-06-01	USD	INR	80.9535	80.9035	81.0035	80.9535
2025-06-01	USD	JPY	144.224	144.074	144.374	144.224
2025-06-01	USD	CAD	1.3756	1.3748	1.3764	1.3756
2025-06-01	USD	AUD	1.4952	1.4942	1.4962	1.4952
2025-06-01	USD	CHF	0.8812	0.8807	0.8817	0.8812
2025-06-01	USD	SGD	1.3751	1.3745	1.3757	1.3751
2025-06-02	USD	EUR	0.9435	0.9431	0.9439	0.9435
2025-06-02	USD	GBP	0.8052	0.8047	0.8057	0.8052
2025-06-02	USD	INR	84.004	83.954	84.054	84.004
2025-06-02	USD	JPY	142.1424	141.9924	142.2924	142.1424
2025-06-02	USD	CAD	1.3879	1.3871	1.3887	1.3879
2025-06-02	USD	AUD	1.5094	1.5084	1.5104	1.5094
2025-06-02	USD	CHF	0.8745	0.874	0.875	0.8745
2025-06-02	USD	SGD	1.3462	1.3456	1.3468	1.3462
2025-06-03	USD	EUR	0.9439	0.9435	0.9443	0.9439
2025-06-03	USD	GBP	0.8035	0.803	0.804	0.8035
2025-06-03	USD	INR	83.3883	83.3383	83.4383	83.3883
2025-06-03	USD	JPY	142.3795	142.2295	142.5295	142.3795
2025-06-03	USD	CAD	1.3386	1.3378	1.3394	1.3386
2025-06-03	USD	AUD	1.5564	1.5554	1.5574	1.5564
2025-06-03	USD	CHF	0.8882	0.8877	0.8887	0.8882
2025-06-03	USD	SGD	1.3106	1.31	1.3112	1.3106
2025-06-04	USD	EUR	0.8968	0.8964	0.8972	0.8968
2025-06-04	USD	GBP	0.8038	0.8033	0.8043	0.8038
2025-06-04	USD	INR	81.0702	81.0202	81.1202	81.0702
2025-06-04	USD	JPY	140.6608	140.5108	140.8108	140.6608
2025-06-04	USD	CAD	1.3451	1.3443	1.3459	1.3451
2025-06-04	USD	AUD	1.5294	1.5284	1.5304	1.5294
2025-06-04	USD	CHF	0.8634	0.8629	0.8639	0.8634
2025-06-04	USD	SGD	1.3016	1.301	1.3022	1.3016
2025-06-05	USD	EUR	0.9257	0.9253	0.9261	0.9257
2025-06-05	USD	GBP	0.7847	0.7842	0.7852	0.7847
2025-06-05	USD	INR	81.2063	81.1563	81.2563	81.2063
2025-06-05	USD	JPY	142.5833	142.4333	142.7333	142.5833
2025-06-05	USD	CAD	1.335	1.3342	1.3358	1.335
